6,11,11,19,3,10,9,8,9,5
10,10,4,19,3,5,11,11,11,1
7,5,10,17,4,16,8,11,14,6
22,17,17,18,5,13,9,19,11,9
2,2,5,4,0,3,3,5,5,1
18,6,9,10,4,9,17,11,10,4
7,8,5,19,3,14,8,11,11,4
7,11,15,17,3,7,15,6,7,10
6,11,17,12,3,16,5,7,11,7
6,4,5,5,2,5,5,9,6,1
